actionDate,partnerId,transactionType,totalAmount,counts
2024-04-14,partner_17,refund,840.61,1
2024-04-14,partner_19,subscription,125.54,2
2024-04-14,partner_27,refund,165.29,1
2024-04-14,partner_30,subscription,29.95,1
2024-04-14,partner_34,refund,48.41,1
2024-04-14,partner_46,purchase,134.97,1
2024-04-14,partner_47,refund,127.16,1
2024-04-14,partner_8,purchase,20.43,1
2024-04-15,partner_1,refund,75.35,1
2024-04-15,partner_26,purchase,164.06,1
2024-04-15,partner_26,subscription,42.45,1
2024-04-15,partner_27,purchase,42.16,1
2024-04-15,partner_32,refund,197.53,1
2024-04-15,partner_38,refund,530.81,1
2024-04-15,partner_40,refund,115.82,1
2024-04-15,partner_43,refund,183.55,1
2024-04-15,partner_44,subscription,124.33,1
2024-04-15,partner_46,subscription,128.59,1
2024-04-15,partner_48,subscription,192.43,1
2024-04-15,partner_5,refund,140.44,1
2024-04-15,partner_8,purchase,147.72,1
2024-04-16,partner_12,refund,117.77,1
2024-04-16,partner_13,refund,38.86,1
2024-04-16,partner_16,purchase,85.68,1
2024-04-16,partner_16,subscription,713.82,1
2024-04-16,partner_2,subscription,73.01,1
2024-04-16,partner_23,refund,48.28,1
2024-04-16,partner_23,subscription,96.41,2
2024-04-16,partner_29,refund,151.2,1
2024-04-16,partner_33,purchase,161.09,1
2024-04-16,partner_39,refund,21.05,1
2024-04-16,partner_4,refund,26.86,1
2024-04-16,partner_42,refund,26.18,1
2024-04-16,partner_43,refund,44.2,1
2024-04-16,partner_49,subscription,919.54,1
2024-04-16,partner_9,refund,87.09,1
2024-04-17,partner_11,refund,61.38,1
2024-04-17,partner_12,purchase,169.66,1
2024-04-17,partner_14,refund,14.12,1
2024-04-17,partner_15,purchase,124.79,1
2024-04-17,partner_2,purchase,46.53,2
2024-04-17,partner_23,purchase,179.0,1
2024-04-17,partner_3,subscription,952.65,1
2024-04-17,partner_31,refund,121.21,1
2024-04-17,partner_31,subscription,53.36,1
2024-04-17,partner_32,subscription,139.59,1
2024-04-17,partner_34,purchase,39.96,1
2024-04-17,partner_43,refund,45.48,1
2024-04-17,partner_45,subscription,873.89,1
2024-04-17,partner_47,subscription,105.71,1
2024-04-17,partner_48,refund,61.22,1
2024-04-17,partner_5,purchase,10.26,1
2024-04-17,partner_7,subscription,834.83,1
2024-04-18,partner_10,subscription,147.91,1
2024-04-18,partner_18,purchase,197.53,1
2024-04-18,partner_23,subscription,180.95,1
2024-04-18,partner_30,subscription,199.08,1
2024-04-18,partner_39,subscription,31.76,1
2024-04-18,partner_43,purchase,194.83,1
2024-04-18,partner_43,subscription,90.03,1
2024-04-18,partner_47,subscription,41.76,1
2024-04-18,partner_49,refund,190.3,1
2024-04-18,partner_50,purchase,66.1,1
2024-04-18,partner_6,refund,95.73,1
2024-04-19,partner_10,subscription,75.07,1
2024-04-19,partner_13,subscription,85.86,1
2024-04-19,partner_15,subscription,179.66,1
2024-04-19,partner_18,subscription,143.01,1
2024-04-19,partner_19,subscription,156.63,1
2024-04-19,partner_21,purchase,109.26,1
2024-04-19,partner_23,subscription,27.04,1
2024-04-19,partner_30,refund,143.38,1
2024-04-19,partner_34,refund,23.22,1
2024-04-19,partner_35,purchase,190.2,1
2024-04-19,partner_39,refund,21.05,1
2024-04-19,partner_47,refund,31.87,1
2024-04-19,partner_48,purchase,702.06,1
2024-04-19,partner_48,subscription,83.76,1
2024-04-19,partner_6,refund,24.6,1
2024-04-19,partner_8,subscription,44.91,1
2024-04-20,partner_19,purchase,127.67,1
2024-04-20,partner_2,purchase,23.35,1
2024-04-20,partner_2,subscription,578.97,1
2024-04-20,partner_24,subscription,658.75,1
2024-04-20,partner_27,purchase,42.16,1
2024-04-20,partner_34,purchase,39.96,1
2024-04-20,partner_4,purchase,76.25,1
2024-04-20,partner_40,subscription,836.52,1
2024-04-20,partner_42,subscription,160.1,1
2024-04-20,partner_47,subscription,91.33,1
2024-04-20,partner_48,purchase,51.72,1
2024-04-21,partner_18,refund,43.06,1
2024-04-21,partner_20,purchase,15.15,1
2024-04-21,partner_21,purchase,102.5,1
2024-04-21,partner_3,subscription,49.38,1
2024-04-21,partner_35,purchase,651.01,2
2024-04-21,partner_43,refund,44.2,1
2024-04-21,partner_47,subscription,735.68,1
2024-04-21,partner_8,subscription,159.57,1
2024-04-22,partner_11,subscription,10.17,1
2024-04-22,partner_20,purchase,31.59,1
2024-04-22,partner_22,subscription,17.14,1
2024-04-22,partner_23,purchase,179.0,1
2024-04-22,partner_25,refund,198.15,1
2024-04-22,partner_26,subscription,913.38,1
2024-04-22,partner_27,purchase,191.94,1
2024-04-22,partner_3,purchase,120.53,1
2024-04-22,partner_31,purchase,10.13,1
2024-04-22,partner_32,refund,136.52,1
2024-04-22,partner_37,purchase,114.98,1
2024-04-22,partner_38,subscription,672.34,1
2024-04-22,partner_4,purchase,197.58999999999997,2
2024-04-23,partner_10,subscription,60.92,1
2024-04-23,partner_15,subscription,179.66,1
2024-04-23,partner_2,refund,18.43,1
2024-04-23,partner_29,purchase,29.05,1
2024-04-23,partner_30,refund,73.54,1
2024-04-23,partner_34,purchase,827.59,1
2024-04-23,partner_43,subscription,90.03,1
2024-04-23,partner_45,subscription,173.62,1
2024-04-23,partner_48,purchase,28.1,1
2024-04-23,partner_49,purchase,610.4,1
2024-04-23,partner_6,refund,24.6,1
2024-04-23,partner_7,purchase,148.83,1
2024-04-24,partner_12,purchase,53.9,1
2024-04-24,partner_13,refund,60.27,1
2024-04-24,partner_14,purchase,70.73,1
2024-04-24,partner_22,refund,43.15,1
2024-04-24,partner_23,purchase,102.56,1
2024-04-24,partner_24,refund,114.83,1
2024-04-24,partner_27,refund,35.76,1
2024-04-24,partner_3,subscription,11.65,1
2024-04-24,partner_30,purchase,38.38,1
2024-04-24,partner_32,subscription,158.19,1
2024-04-24,partner_35,refund,67.47,2
2024-04-24,partner_37,refund,200.03,2
2024-04-24,partner_40,subscription,126.93,1
2024-04-24,partner_43,purchase,140.78,1
2024-04-24,partner_46,subscription,55.15,1
2024-04-24,partner_50,purchase,176.84,1
2024-04-25,partner_11,refund,83.18,1
2024-04-25,partner_16,purchase,14.39,1
2024-04-25,partner_19,refund,28.78,1
2024-04-25,partner_21,purchase,134.15,1
2024-04-25,partner_23,subscription,69.37,1
2024-04-25,partner_27,purchase,42.16,1
2024-04-25,partner_3,refund,62.46,1
2024-04-25,partner_33,refund,104.16,1
2024-04-25,partner_33,subscription,98.96,1
2024-04-25,partner_37,purchase,144.6,2
2024-04-25,partner_41,refund,48.26,1
2024-04-25,partner_49,subscription,106.36,1
2024-04-25,partner_50,purchase,79.75,1
2024-04-25,partner_6,refund,74.02,1
2024-04-26,partner_12,subscription,161.78,1
2024-04-26,partner_13,refund,124.69,1
2024-04-26,partner_14,refund,988.1600000000001,2
2024-04-26,partner_16,purchase,14.39,1
2024-04-26,partner_25,subscription,93.23,1
2024-04-26,partner_28,purchase,131.56,1
2024-04-26,partner_32,refund,136.52,1
2024-04-26,partner_33,subscription,175.42,1
2024-04-26,partner_37,purchase,127.33,1
2024-04-26,partner_40,subscription,836.52,1
2024-04-26,partner_46,subscription,160.29,1
2024-04-26,partner_47,refund,48.09,1
2024-04-27,partner_17,refund,130.07,1
2024-04-27,partner_17,subscription,897.84,1
2024-04-27,partner_19,subscription,35.53,1
2024-04-27,partner_2,subscription,135.73,1
2024-04-27,partner_20,subscription,867.68,2
2024-04-27,partner_21,purchase,96.43,1
2024-04-27,partner_22,refund,52.66,1
2024-04-27,partner_23,refund,69.42,1
2024-04-27,partner_25,subscription,189.98,1
2024-04-27,partner_27,refund,78.35,1
2024-04-27,partner_28,refund,38.59,1
2024-04-27,partner_29,refund,23.57,1
2024-04-27,partner_29,subscription,140.74,1
2024-04-27,partner_3,subscription,49.38,1
2024-04-27,partner_34,refund,23.22,1
2024-04-27,partner_34,subscription,40.73,1
2024-04-27,partner_43,refund,44.2,1
2024-04-27,partner_44,refund,98.46,1
2024-04-27,partner_44,subscription,155.81,1
2024-04-27,partner_50,purchase,13.83,1
2024-04-27,partner_8,refund,142.42,1
2024-04-28,partner_1,purchase,181.96,1
2024-04-28,partner_10,refund,171.51,1
2024-04-28,partner_14,subscription,79.14,1
2024-04-28,partner_27,refund,139.77,1
2024-04-28,partner_28,purchase,81.8,1
2024-04-28,partner_28,subscription,37.78,1
2024-04-28,partner_29,refund,132.48,1
2024-04-28,partner_30,subscription,859.24,1
2024-04-28,partner_35,purchase,197.31,1
2024-04-28,partner_38,refund,59.19,1
2024-04-28,partner_50,purchase,146.5,1
2024-04-29,partner_12,purchase,25.36,1
2024-04-29,partner_14,refund,72.46,1
2024-04-29,partner_15,purchase,188.92,1
2024-04-29,partner_18,refund,140.41,1
2024-04-29,partner_2,purchase,48.18,1
2024-04-29,partner_2,subscription,73.01,1
2024-04-29,partner_21,subscription,34.12,1
2024-04-29,partner_22,refund,39.88,1
2024-04-29,partner_23,purchase,44.84,1
2024-04-29,partner_27,purchase,157.72,1
2024-04-29,partner_30,purchase,38.38,1
2024-04-29,partner_39,purchase,59.85,1
2024-04-29,partner_46,subscription,140.95,1
2024-04-30,partner_11,purchase,189.97,1
2024-04-30,partner_14,purchase,70.73,1
2024-04-30,partner_18,refund,85.01,1
2024-04-30,partner_18,subscription,176.62,1
2024-04-30,partner_19,subscription,17.25,1
2024-04-30,partner_23,refund,148.81,1
2024-04-30,partner_25,refund,198.15,1
2024-04-30,partner_26,subscription,13.7,1
2024-04-30,partner_28,purchase,190.69,1
2024-04-30,partner_33,purchase,161.09,1
2024-04-30,partner_39,subscription,28.26,1
2024-04-30,partner_42,refund,96.05,1
2024-04-30,partner_44,subscription,58.63,1
2024-04-30,partner_45,purchase,31.87,1
2024-04-30,partner_45,subscription,164.75,1
2024-04-30,partner_47,purchase,50.93,1
2024-04-30,partner_47,subscription,588.3,1
2024-04-30,partner_5,purchase,110.42,1
2024-04-30,partner_5,refund,110.05,1
2024-04-30,partner_50,refund,141.04,1
2024-05-01,partner_19,purchase,554.69,1
2024-05-01,partner_28,purchase,198.26,1
2024-05-01,partner_30,subscription,45.13,1
2024-05-01,partner_34,refund,20.8,1
2024-05-01,partner_38,subscription,729.75,1
2024-05-01,partner_4,purchase,101.35,1
2024-05-01,partner_4,subscription,165.69,1
2024-05-01,partner_43,purchase,71.1,1
2024-05-01,partner_49,subscription,21.49,1
2024-05-01,partner_5,subscription,13.41,1
2024-05-01,partner_50,purchase,127.42,1
2024-05-01,partner_9,refund,90.41,1
2024-05-02,partner_13,refund,124.69,1
2024-05-02,partner_14,refund,60.96,1
2024-05-02,partner_2,purchase,32.93,1
2024-05-02,partner_24,subscription,58.62,1
2024-05-02,partner_32,purchase,54.95,1
2024-05-02,partner_38,subscription,95.24,1
2024-05-02,partner_4,subscription,81.62,1
2024-05-02,partner_46,subscription,160.29,1
2024-05-02,partner_47,refund,58.98,1
2024-05-02,partner_49,subscription,32.19,1
2024-05-02,partner_7,subscription,902.3000000000001,2
2024-05-03,partner_11,refund,156.8,1
2024-05-03,partner_17,subscription,996.36,1
2024-05-03,partner_2,purchase,44.02,1
2024-05-03,partner_2,refund,18.43,1
2024-05-03,partner_25,purchase,26.19,1
2024-05-03,partner_26,refund,135.95,1
2024-05-03,partner_30,purchase,15.18,1
2024-05-03,partner_37,purchase,90.38,1
2024-05-03,partner_43,refund,45.48,1
2024-05-03,partner_43,subscription,105.32,1
2024-05-03,partner_45,refund,188.39,1
2024-05-03,partner_50,purchase,13.83,1
2024-05-04,partner_14,purchase,131.56,1
2024-05-04,partner_16,purchase,79.4,1
2024-05-04,partner_37,refund,47.21,1
2024-05-04,partner_38,purchase,52.76,1
2024-05-04,partner_39,purchase,161.34,1
2024-05-04,partner_49,subscription,18.68,1
2024-05-04,partner_6,refund,74.02,1
2024-05-05,partner_16,subscription,79.16,1
2024-05-05,partner_17,purchase,44.54,1
2024-05-05,partner_19,purchase,59.15,1
2024-05-05,partner_21,refund,37.57,1
2024-05-05,partner_21,subscription,600.82,1
2024-05-05,partner_22,refund,39.88,1
2024-05-05,partner_26,purchase,136.32,1
2024-05-05,partner_27,purchase,167.27,1
2024-05-05,partner_3,refund,14.23,1
2024-05-05,partner_32,subscription,158.19,1
2024-05-05,partner_33,purchase,148.91,1
2024-05-05,partner_34,purchase,17.78,1
2024-05-05,partner_39,subscription,31.76,1
2024-05-05,partner_41,purchase,45.76,1
2024-05-05,partner_43,subscription,105.32,1
2024-05-05,partner_45,refund,31.45,1
2024-05-05,partner_49,subscription,77.53,1
2024-05-05,partner_5,purchase,114.15,1
2024-05-05,partner_6,refund,60.27,1
2024-05-06,partner_13,subscription,35.4,1
2024-05-06,partner_14,purchase,130.6,1
2024-05-06,partner_2,purchase,48.18,1
2024-05-06,partner_20,purchase,52.78,1
2024-05-06,partner_21,purchase,102.5,1
2024-05-06,partner_21,subscription,830.32,1
2024-05-06,partner_30,subscription,45.13,1
2024-05-06,partner_32,subscription,46.83,1
2024-05-06,partner_35,subscription,96.68,1
2024-05-06,partner_38,purchase,52.76,1
2024-05-06,partner_38,subscription,161.24,1
2024-05-06,partner_39,purchase,51.86,1
2024-05-06,partner_41,subscription,923.27,1
2024-05-06,partner_42,subscription,160.1,1
2024-05-06,partner_44,subscription,146.19,1
2024-05-06,partner_46,refund,595.2,1
2024-05-06,partner_47,purchase,195.98,1
2024-05-06,partner_47,subscription,23.54,1
2024-05-06,partner_6,purchase,118.04,1
2024-05-06,partner_7,subscription,67.47,1
2024-05-07,partner_11,subscription,254.9,2
2024-05-07,partner_15,subscription,736.56,1
2024-05-07,partner_19,refund,26.03,1
2024-05-07,partner_21,subscription,167.17,1
2024-05-07,partner_22,purchase,84.96,1
2024-05-07,partner_23,subscription,69.37,1
2024-05-07,partner_25,subscription,93.23,1
2024-05-07,partner_3,purchase,157.06,1
2024-05-07,partner_30,refund,114.45,1
2024-05-07,partner_46,purchase,142.57,1
2024-05-07,partner_47,refund,171.14,1
2024-05-07,partner_47,subscription,105.71,1
2024-05-07,partner_8,subscription,44.91,1
2024-05-08,partner_10,refund,41.45,1
2024-05-08,partner_13,purchase,27.59,1
2024-05-08,partner_15,subscription,37.95,1
2024-05-08,partner_2,subscription,212.7,2
2024-05-08,partner_22,purchase,159.07,1
2024-05-08,partner_30,subscription,199.08,1
2024-05-08,partner_43,subscription,90.03,1
2024-05-08,partner_47,purchase,266.87,2
2024-05-08,partner_9,refund,90.41,1
2024-05-09,partner_1,purchase,94.74,1
2024-05-09,partner_14,subscription,137.77,1
2024-05-09,partner_27,refund,165.29,1
2024-05-09,partner_28,refund,160.95,1
2024-05-09,partner_32,refund,47.17,1
2024-05-09,partner_40,purchase,194.94,1
2024-05-09,partner_43,purchase,114.45,1
2024-05-09,partner_46,refund,137.04,1
2024-05-09,partner_47,subscription,164.5,1
2024-05-09,partner_49,subscription,110.8,1
2024-05-09,partner_6,refund,55.01,1
2024-05-10,partner_1,purchase,566.4,2
2024-05-10,partner_11,purchase,97.62,2
2024-05-10,partner_16,purchase,135.88,1
2024-05-10,partner_18,purchase,195.02,1
2024-05-10,partner_18,refund,128.07,2
2024-05-10,partner_21,refund,37.57,1
2024-05-10,partner_23,subscription,180.95,1
2024-05-10,partner_25,subscription,189.98,1
2024-05-10,partner_28,refund,918.48,2
2024-05-10,partner_33,subscription,58.24,1
2024-05-10,partner_37,purchase,185.6,1
2024-05-10,partner_38,purchase,23.11,1
2024-05-10,partner_44,subscription,128.25,1
2024-05-10,partner_47,refund,171.14,1
2024-05-10,partner_5,refund,110.05,1
2024-05-11,partner_11,purchase,53.75,1
2024-05-11,partner_12,refund,38.36,1
2024-05-11,partner_25,refund,35.33,1
2024-05-11,partner_25,subscription,78.29,1
2024-05-11,partner_26,purchase,164.06,1
2024-05-11,partner_28,refund,179.43,1
2024-05-11,partner_32,purchase,172.82,1
2024-05-11,partner_34,purchase,132.26,1
2024-05-11,partner_37,purchase,114.98,1
2024-05-11,partner_40,refund,152.32,1
2024-05-11,partner_42,subscription,177.92,1
2024-05-11,partner_44,subscription,29.92,1
2024-05-11,partner_46,refund,17.45,1
2024-05-11,partner_47,purchase,25.7,1
2024-05-11,partner_5,subscription,13.41,1
2024-05-11,partner_6,purchase,20.59,1
2024-05-12,partner_12,refund,126.82,1
2024-05-12,partner_14,subscription,79.14,1
2024-05-12,partner_15,subscription,179.66,1
2024-05-12,partner_2,subscription,71.73,1
2024-05-12,partner_24,purchase,20.38,1
2024-05-12,partner_24,subscription,33.04,1
2024-05-12,partner_28,refund,160.95,1
2024-05-12,partner_32,purchase,54.95,1
2024-05-12,partner_37,purchase,548.88,1
2024-05-12,partner_37,refund,169.81,1
2024-05-12,partner_41,purchase,173.57,1
2024-05-12,partner_48,purchase,28.1,1
2024-05-12,partner_48,refund,37.91,1
2024-05-12,partner_49,subscription,18.68,1
2024-05-12,partner_5,purchase,120.91,1
2024-05-12,partner_9,refund,90.41,1
2024-05-13,partner_1,refund,75.35,1
2024-05-13,partner_10,purchase,195.45,1
2024-05-13,partner_23,purchase,25.01,1
2024-05-13,partner_3,refund,182.89,1
2024-05-13,partner_33,subscription,42.26,1
2024-05-13,partner_36,purchase,989.94,1
2024-05-13,partner_43,subscription,90.03,1
2024-05-13,partner_45,purchase,641.26,1
2024-05-13,partner_46,subscription,861.31,1
2024-05-13,partner_7,subscription,33.28,1
2024-05-14,partner_19,purchase,897.04,1
2024-05-14,partner_2,purchase,60.26,1
2024-05-14,partner_22,refund,52.66,1
2024-05-14,partner_22,subscription,150.9,1
2024-05-14,partner_23,refund,38.91,1
2024-05-14,partner_24,refund,38.12,1
2024-05-14,partner_24,subscription,121.0,1
2024-05-14,partner_28,subscription,155.83,1
2024-05-14,partner_30,subscription,29.95,1
2024-05-14,partner_36,subscription,41.39,1
2024-05-14,partner_37,refund,152.82,1
2024-05-14,partner_4,purchase,690.16,1
2024-05-14,partner_42,purchase,60.43,1
2024-05-14,partner_42,refund,139.59,1
2024-05-14,partner_43,subscription,730.45,1
2024-05-14,partner_45,subscription,135.33,1
2024-05-14,partner_50,purchase,102.81,1
2024-05-14,partner_6,refund,24.6,1
2024-05-15,partner_11,purchase,189.24,1
2024-05-15,partner_14,purchase,139.21,1
2024-05-15,partner_2,subscription,578.97,1
2024-05-15,partner_27,purchase,185.56,1
2024-05-15,partner_34,refund,48.41,1
2024-05-15,partner_35,subscription,96.68,1
2024-05-15,partner_36,purchase,128.88,1
2024-05-15,partner_39,refund,191.46,1
2024-05-15,partner_39,subscription,28.26,1
2024-05-15,partner_47,refund,31.87,1
2024-05-16,partner_11,subscription,175.21,1
2024-05-16,partner_17,purchase,181.53,1
2024-05-16,partner_22,subscription,150.9,1
2024-05-16,partner_24,subscription,198.39,1
2024-05-16,partner_28,refund,160.95,1
2024-05-16,partner_33,subscription,166.14,1
2024-05-16,partner_36,purchase,1092.17,2
2024-05-16,partner_48,subscription,19.64,1
2024-05-16,partner_49,subscription,35.71,1
2024-05-16,partner_7,subscription,142.43,2
2024-05-16,partner_9,subscription,88.96,1
2024-05-17,partner_10,refund,114.11,1
2024-05-17,partner_12,purchase,25.36,1
2024-05-17,partner_14,purchase,223.97,2
2024-05-17,partner_14,subscription,53.07,1
2024-05-17,partner_17,refund,130.07,1
2024-05-17,partner_18,refund,120.05,1
2024-05-17,partner_21,purchase,102.5,1
2024-05-17,partner_21,subscription,59.14,1
2024-05-17,partner_32,purchase,181.63,1
2024-05-17,partner_34,subscription,175.07,1
2024-05-17,partner_37,refund,109.6,1
2024-05-17,partner_41,refund,28.76,1
2024-05-17,partner_43,refund,44.2,1
2024-05-17,partner_50,purchase,13.83,1
2024-05-17,partner_7,subscription,33.28,1
2024-05-18,partner_10,refund,155.56,2
2024-05-18,partner_14,purchase,168.68,1
2024-05-18,partner_18,refund,43.06,1
2024-05-18,partner_2,purchase,177.7,1
2024-05-18,partner_20,purchase,52.78,1
2024-05-18,partner_21,purchase,102.5,1
2024-05-18,partner_23,refund,148.81,1
2024-05-18,partner_25,purchase,133.53,1
2024-05-18,partner_29,purchase,146.0,1
2024-05-18,partner_31,subscription,53.36,1
2024-05-18,partner_37,purchase,169.61,1
2024-05-18,partner_38,subscription,739.62,2
2024-05-18,partner_39,subscription,28.26,1
2024-05-18,partner_4,purchase,84.05,1
2024-05-18,partner_45,subscription,21.5,1
2024-05-18,partner_46,refund,17.45,1
2024-05-18,partner_50,purchase,43.12,1
2024-05-19,partner_11,refund,83.18,1
2024-05-19,partner_17,refund,151.07,1
2024-05-19,partner_28,purchase,190.69,1
2024-05-19,partner_30,subscription,45.13,1
2024-05-19,partner_32,subscription,139.59,1
2024-05-19,partner_34,refund,23.22,1
2024-05-19,partner_34,subscription,40.73,1
2024-05-19,partner_35,purchase,190.2,1
2024-05-19,partner_35,subscription,22.41,1
2024-05-19,partner_37,refund,146.21,1
2024-05-19,partner_39,refund,191.46,1
2024-05-19,partner_4,purchase,152.52,1
2024-05-19,partner_40,subscription,77.2,1
2024-05-19,partner_41,subscription,40.04,1
2024-05-19,partner_43,subscription,191.44,2
2024-05-19,partner_45,purchase,94.49,1
2024-05-20,partner_10,subscription,27.73,1
2024-05-20,partner_16,subscription,79.16,1
2024-05-20,partner_18,purchase,28.66,1
2024-05-20,partner_18,refund,644.48,1
2024-05-20,partner_27,purchase,60.1,1
2024-05-20,partner_28,refund,170.86,2
2024-05-20,partner_29,purchase,29.05,1
2024-05-20,partner_29,refund,116.85,1
2024-05-20,partner_30,purchase,15.18,1
2024-05-20,partner_32,refund,47.17,1
2024-05-20,partner_34,subscription,58.16,1
2024-05-20,partner_38,subscription,95.24,1
2024-05-20,partner_40,refund,658.54,1
2024-05-20,partner_40,subscription,93.87,1
2024-05-20,partner_48,refund,33.07,1
2024-05-20,partner_49,subscription,110.8,1
2024-05-20,partner_6,purchase,19.68,1
2024-05-20,partner_6,refund,57.27,1
2024-05-21,partner_19,refund,28.78,1
2024-05-21,partner_2,refund,180.98,1
2024-05-21,partner_20,refund,196.74,1
2024-05-21,partner_22,refund,32.97,1
2024-05-21,partner_23,refund,38.91,1
2024-05-21,partner_24,purchase,45.24,1
2024-05-21,partner_24,refund,38.12,1
2024-05-21,partner_3,refund,14.23,1
2024-05-21,partner_36,refund,40.21,1
2024-05-21,partner_4,subscription,92.01,1
2024-05-21,partner_43,subscription,156.45,1
2024-05-21,partner_44,refund,1081.67,2
2024-05-21,partner_48,subscription,212.07,2
2024-05-21,partner_7,refund,199.29,1
2024-05-22,partner_1,subscription,56.96,1
2024-05-22,partner_12,refund,110.16,1
2024-05-22,partner_13,purchase,184.19,1
2024-05-22,partner_16,purchase,128.16,1
2024-05-22,partner_16,subscription,79.16,1
2024-05-22,partner_2,purchase,60.26,1
2024-05-22,partner_21,refund,37.57,1
2024-05-22,partner_34,refund,96.82,2
2024-05-22,partner_36,refund,119.51,1
2024-05-22,partner_38,purchase,52.76,1
2024-05-22,partner_46,subscription,47.06,1
2024-05-22,partner_47,subscription,164.5,1
2024-05-22,partner_49,subscription,141.97,1
2024-05-22,partner_5,refund,110.05,1
2024-05-23,partner_1,purchase,160.52,1
2024-05-23,partner_12,purchase,61.35,1
2024-05-23,partner_18,subscription,45.08,1
2024-05-23,partner_19,refund,62.73,1
2024-05-23,partner_22,purchase,136.69,1
2024-05-23,partner_25,purchase,80.45,1
2024-05-23,partner_27,purchase,157.72,1
2024-05-23,partner_32,purchase,54.95,1
2024-05-23,partner_35,refund,20.15,1
2024-05-23,partner_42,purchase,60.43,1
2024-05-23,partner_5,purchase,22.08,1
2024-05-23,partner_5,subscription,13.41,1
2024-05-24,partner_11,purchase,43.87,1
2024-05-24,partner_2,purchase,23.18,1
2024-05-24,partner_20,subscription,51.41,1
2024-05-24,partner_25,subscription,189.98,1
2024-05-24,partner_26,subscription,13.7,1
2024-05-24,partner_28,purchase,23.74,1
2024-05-24,partner_30,purchase,146.69,1
2024-05-24,partner_33,purchase,66.72,1
2024-05-24,partner_45,purchase,31.87,1
2024-05-24,partner_47,purchase,72.18,1
2024-05-24,partner_47,subscription,86.68,1
2024-05-24,partner_50,subscription,183.13,1
2024-05-24,partner_6,subscription,99.14,1
2024-05-25,partner_1,refund,108.61,1
2024-05-25,partner_11,purchase,53.02,1
2024-05-25,partner_11,subscription,79.69,1
2024-05-25,partner_14,subscription,46.32,1
2024-05-25,partner_2,purchase,48.18,1
2024-05-25,partner_36,refund,188.26,1
2024-05-25,partner_41,subscription,40.04,1
2024-05-25,partner_43,subscription,165.11,1
2024-05-25,partner_45,subscription,40.92,1
2024-05-25,partner_46,subscription,160.29,1
2024-05-25,partner_47,subscription,41.76,1
2024-05-25,partner_48,purchase,51.72,1
2024-05-25,partner_6,subscription,66.58,1
2024-05-26,partner_11,subscription,79.69,1
2024-05-26,partner_21,subscription,36.13,1
2024-05-26,partner_26,subscription,184.43,1
2024-05-26,partner_28,purchase,29.59,1
2024-05-26,partner_3,purchase,27.1,1
2024-05-26,partner_32,purchase,79.72,1
2024-05-26,partner_39,refund,162.58,1
2024-05-26,partner_41,purchase,45.76,1
2024-05-26,partner_41,refund,28.76,1
2024-05-26,partner_43,subscription,165.11,1
2024-05-26,partner_47,refund,171.14,1
2024-05-26,partner_48,refund,45.69,2
2024-05-27,partner_12,refund,126.82,1
2024-05-27,partner_13,refund,147.93,1
2024-05-27,partner_19,purchase,38.53,1
2024-05-27,partner_25,purchase,90.68,1
2024-05-27,partner_25,subscription,78.29,1
2024-05-27,partner_28,refund,38.59,1
2024-05-27,partner_39,refund,40.99,1
2024-05-27,partner_39,subscription,47.28,1
2024-05-27,partner_47,purchase,194.69,1
2024-05-28,partner_1,purchase,49.3,1
2024-05-28,partner_14,refund,206.16,2
2024-05-28,partner_17,purchase,18.4,1
2024-05-28,partner_21,refund,36.12,1
2024-05-28,partner_23,subscription,27.04,1
2024-05-28,partner_26,purchase,164.06,1
2024-05-28,partner_3,purchase,157.06,1
2024-05-28,partner_30,purchase,15.18,1
2024-05-28,partner_34,subscription,175.37,1
2024-05-28,partner_37,subscription,44.21,1
2024-05-28,partner_39,purchase,33.92,1
2024-05-28,partner_41,subscription,35.52,1
2024-05-28,partner_43,refund,128.83,1
2024-05-28,partner_46,subscription,47.06,1
2024-05-28,partner_49,subscription,35.71,1
2024-05-28,partner_9,refund,86.78,1
2024-05-28,partner_9,subscription,150.21,1
2024-05-29,partner_11,purchase,33.54,1
2024-05-29,partner_12,purchase,61.35,1
2024-05-29,partner_13,purchase,117.33,1
2024-05-29,partner_2,purchase,44.02,1
2024-05-29,partner_21,subscription,830.32,1
2024-05-29,partner_25,purchase,133.53,1
2024-05-29,partner_36,purchase,103.76,1
2024-05-29,partner_42,refund,26.18,1
2024-05-29,partner_43,purchase,71.1,1
2024-05-29,partner_46,subscription,111.36,1
2024-05-29,partner_50,purchase,79.75,1
2024-05-29,partner_6,purchase,165.36,1
2024-05-29,partner_6,subscription,66.58,1
2024-05-29,partner_8,refund,142.42,1
2024-05-30,partner_1,refund,149.71,1
2024-05-30,partner_12,purchase,67.36,1
2024-05-30,partner_2,purchase,84.49,1
2024-05-30,partner_2,refund,180.98,1
2024-05-30,partner_24,refund,58.99,1
2024-05-30,partner_31,refund,108.99,1
2024-05-30,partner_35,subscription,119.09,1
2024-05-30,partner_42,refund,26.18,1
2024-05-30,partner_45,refund,31.45,1
2024-05-30,partner_45,subscription,43.0,2
2024-05-30,partner_5,purchase,120.91,1
2024-05-31,partner_14,purchase,70.73,1
2024-05-31,partner_20,purchase,15.15,1
2024-05-31,partner_21,subscription,34.12,1
2024-05-31,partner_24,purchase,90.16,1
2024-05-31,partner_29,subscription,140.74,1
2024-05-31,partner_31,purchase,647.97,1
2024-05-31,partner_37,refund,152.82,1
