userSerial,partnerId,transactionType,amount,time,segment,actionDate
user_121,partner_18,subscription,143.01,2024-11-01 12:43:48.983462,Occasional Buyers,2024-11-01
user_121,partner_18,subscription,143.01,2024-04-19 12:43:48.983462,Occasional Buyers,2024-04-19
user_121,partner_18,subscription,143.01,2024-08-24 12:43:48.983462,Occasional Buyers,2024-08-24
user_112,partner_25,refund,35.33,2024-03-28 12:43:48.983462,Budget-Conscious,2024-03-28
user_112,partner_25,refund,35.33,2024-11-26 12:43:48.983462,Budget-Conscious,2024-11-26
user_112,partner_25,refund,35.33,2024-08-21 12:43:48.983462,Budget-Conscious,2024-08-21
user_112,partner_25,refund,35.33,2024-02-16 12:43:48.983462,Budget-Conscious,2024-02-16
user_112,partner_25,refund,35.33,2024-09-01 12:43:48.983462,Budget-Conscious,2024-09-01
user_112,partner_25,refund,35.33,2024-09-04 12:43:48.983462,Budget-Conscious,2024-09-04
user_112,partner_25,refund,35.33,2024-02-20 12:43:48.983462,Budget-Conscious,2024-02-20
user_112,partner_25,refund,35.33,2024-05-11 12:43:48.983462,Budget-Conscious,2024-05-11
user_1,partner_33,purchase,161.09,2024-02-08 12:43:48.983462,Occasional Buyers,2024-02-08
user_1,partner_33,purchase,161.09,2024-02-24 12:43:48.983462,Occasional Buyers,2024-02-24
user_1,partner_33,purchase,161.09,2024-06-16 12:43:48.983462,Occasional Buyers,2024-06-16
user_1,partner_33,purchase,161.09,2024-02-05 12:43:48.983462,Occasional Buyers,2024-02-05
user_1,partner_33,purchase,161.09,2024-04-16 12:43:48.983462,Occasional Buyers,2024-04-16
user_1,partner_33,purchase,161.09,2024-04-30 12:43:48.983462,Occasional Buyers,2024-04-30
user_183,partner_49,refund,194.59,2024-10-24 12:43:48.983462,Occasional Buyers,2024-10-24
user_183,partner_49,refund,194.59,2024-09-28 12:43:48.983462,Occasional Buyers,2024-09-28
user_183,partner_49,refund,194.59,2024-09-11 12:43:48.983462,Occasional Buyers,2024-09-11
user_183,partner_49,refund,194.59,2024-10-30 12:43:48.983462,Occasional Buyers,2024-10-30
user_263,partner_34,subscription,175.07,2024-11-08 12:43:48.983462,Occasional Buyers,2024-11-08
user_263,partner_34,subscription,175.07,2024-11-03 12:43:48.983462,Occasional Buyers,2024-11-03
user_263,partner_34,subscription,175.07,2024-11-11 12:43:48.983462,Occasional Buyers,2024-11-11
user_263,partner_34,subscription,175.07,2024-03-08 12:43:48.983462,Occasional Buyers,2024-03-08
user_263,partner_34,subscription,175.07,2024-05-17 12:43:48.983462,Occasional Buyers,2024-05-17
user_101,partner_35,purchase,186.96,2024-04-11 12:43:48.983462,Occasional Buyers,2024-04-11
user_101,partner_35,purchase,186.96,2024-03-18 12:43:48.983462,Occasional Buyers,2024-03-18
user_101,partner_35,purchase,186.96,2024-08-10 12:43:48.983462,Occasional Buyers,2024-08-10
user_101,partner_35,purchase,186.96,2024-08-05 12:43:48.983462,Occasional Buyers,2024-08-05
user_101,partner_35,purchase,186.96,2024-01-28 12:43:48.983462,Occasional Buyers,2024-01-28
user_101,partner_35,purchase,186.96,2024-03-28 12:43:48.983462,Occasional Buyers,2024-03-28
user_186,partner_42,refund,165.03,2024-01-25 12:43:48.983462,Occasional Buyers,2024-01-25
user_186,partner_42,refund,165.03,2024-03-10 12:43:48.983462,Occasional Buyers,2024-03-10
user_186,partner_42,refund,165.03,2024-09-27 12:43:48.983462,Occasional Buyers,2024-09-27
user_186,partner_42,refund,165.03,2024-07-25 12:43:48.983462,Occasional Buyers,2024-07-25
user_186,partner_42,refund,165.03,2024-12-15 12:43:48.983462,Occasional Buyers,2024-12-15
user_186,partner_42,refund,165.03,2024-07-16 12:43:48.983462,Occasional Buyers,2024-07-16
user_387,partner_2,subscription,73.01,2024-02-15 12:43:48.983462,Occasional Buyers,2024-02-15
user_387,partner_2,subscription,73.01,2024-04-29 12:43:48.983462,Occasional Buyers,2024-04-29
user_387,partner_2,subscription,73.01,2024-04-16 12:43:48.983462,Occasional Buyers,2024-04-16
user_387,partner_2,subscription,73.01,2024-06-26 12:43:48.983462,Occasional Buyers,2024-06-26
user_387,partner_2,subscription,73.01,2024-11-07 12:43:48.983462,Occasional Buyers,2024-11-07
user_387,partner_2,subscription,73.01,2024-05-08 12:43:48.983462,Occasional Buyers,2024-05-08
user_174,partner_17,refund,130.07,2024-05-17 12:43:48.983462,Occasional Buyers,2024-05-17
user_174,partner_17,refund,130.07,2024-04-27 12:43:48.983462,Occasional Buyers,2024-04-27
user_174,partner_17,refund,130.07,2024-07-14 12:43:48.983462,Occasional Buyers,2024-07-14
user_407,partner_42,subscription,639.2,2024-07-03 12:43:48.983462,High Spenders,2024-07-03
user_407,partner_42,subscription,639.2,2024-05-31 12:43:48.983462,High Spenders,2024-05-31
user_407,partner_42,subscription,639.2,2024-01-12 12:43:48.983462,High Spenders,2024-01-12
user_267,partner_38,refund,530.81,2024-04-15 12:43:48.983462,High Spenders,2024-04-15
user_267,partner_38,refund,530.81,2024-01-25 12:43:48.983462,High Spenders,2024-01-25
user_378,partner_35,purchase,511.08,2024-04-21 12:43:48.983462,High Spenders,2024-04-21
user_432,partner_23,subscription,69.37,2024-10-08 12:43:48.983462,Occasional Buyers,2024-10-08
user_432,partner_23,subscription,69.37,2024-05-07 12:43:48.983462,Occasional Buyers,2024-05-07
user_432,partner_23,subscription,69.37,2024-04-16 12:43:48.983462,Occasional Buyers,2024-04-16
user_432,partner_23,subscription,69.37,2024-04-25 12:43:48.983462,Occasional Buyers,2024-04-25
user_313,partner_38,subscription,36.29,2024-01-11 12:43:48.983462,Budget-Conscious,2024-01-11
user_313,partner_38,subscription,36.29,2024-06-24 12:43:48.983462,Budget-Conscious,2024-06-24
user_313,partner_38,subscription,36.29,2024-01-28 12:43:48.983462,Budget-Conscious,2024-01-28
user_313,partner_38,subscription,36.29,2024-07-23 12:43:48.983462,Budget-Conscious,2024-07-23
user_313,partner_38,subscription,36.29,2024-06-28 12:43:48.983462,Budget-Conscious,2024-06-28
user_68,partner_17,purchase,18.4,2024-03-01 12:43:48.983462,Budget-Conscious,2024-03-01
user_68,partner_17,purchase,18.4,2024-05-28 12:43:48.983462,Budget-Conscious,2024-05-28
user_68,partner_17,purchase,18.4,2024-01-16 12:43:48.983462,Budget-Conscious,2024-01-16
user_68,partner_17,purchase,18.4,2024-08-25 12:43:48.983462,Budget-Conscious,2024-08-25
user_68,partner_17,purchase,18.4,2024-03-15 12:43:48.983462,Budget-Conscious,2024-03-15
user_68,partner_17,purchase,18.4,2024-01-17 12:43:48.983462,Budget-Conscious,2024-01-17
user_68,partner_17,purchase,18.4,2024-02-22 12:43:48.983462,Budget-Conscious,2024-02-22
user_68,partner_17,purchase,18.4,2024-04-09 12:43:48.983462,Budget-Conscious,2024-04-09
user_68,partner_17,purchase,18.4,2024-02-20 12:43:48.983462,Budget-Conscious,2024-02-20
user_68,partner_17,purchase,18.4,2024-10-14 12:43:48.983462,Budget-Conscious,2024-10-14
user_127,partner_29,refund,116.85,2024-08-18 12:43:48.984462,Occasional Buyers,2024-08-18
user_127,partner_29,refund,116.85,2024-02-25 12:43:48.984462,Occasional Buyers,2024-02-25
user_127,partner_29,refund,116.85,2024-10-25 12:43:48.984462,Occasional Buyers,2024-10-25
user_127,partner_29,refund,116.85,2024-03-02 12:43:48.984462,Occasional Buyers,2024-03-02
user_127,partner_29,refund,116.85,2024-12-15 12:43:48.984462,Occasional Buyers,2024-12-15
user_127,partner_29,refund,116.85,2025-01-08 12:43:48.984462,Occasional Buyers,2025-01-08
user_127,partner_29,refund,116.85,2024-05-20 12:43:48.984462,Occasional Buyers,2024-05-20
user_356,partner_26,subscription,13.7,2024-05-24 12:43:48.984462,Budget-Conscious,2024-05-24
user_356,partner_26,subscription,13.7,2024-08-17 12:43:48.984462,Budget-Conscious,2024-08-17
user_356,partner_26,subscription,13.7,2024-04-30 12:43:48.984462,Budget-Conscious,2024-04-30
user_356,partner_26,subscription,13.7,2024-07-18 12:43:48.984462,Budget-Conscious,2024-07-18
user_356,partner_26,subscription,13.7,2024-10-03 12:43:48.984462,Budget-Conscious,2024-10-03
user_356,partner_26,subscription,13.7,2024-12-25 12:43:48.984462,Budget-Conscious,2024-12-25
user_356,partner_26,subscription,13.7,2024-03-01 12:43:48.984462,Budget-Conscious,2024-03-01
user_356,partner_26,subscription,13.7,2024-10-30 12:43:48.984462,Budget-Conscious,2024-10-30
user_162,partner_40,refund,506.07,2024-10-10 12:43:48.984462,High Spenders,2024-10-10
user_346,partner_41,purchase,157.01,2024-11-07 12:43:48.984462,Occasional Buyers,2024-11-07
user_346,partner_41,purchase,157.01,2024-08-21 12:43:48.984462,Occasional Buyers,2024-08-21
user_346,partner_41,purchase,157.01,2024-09-03 12:43:48.984462,Occasional Buyers,2024-09-03
user_96,partner_7,subscription,67.47,2024-05-02 12:43:48.984462,Occasional Buyers,2024-05-02
user_96,partner_7,subscription,67.47,2024-05-06 12:43:48.984462,Occasional Buyers,2024-05-06
user_96,partner_7,subscription,67.47,2024-02-11 12:43:48.984462,Occasional Buyers,2024-02-11
user_96,partner_7,subscription,67.47,2024-02-08 12:43:48.984462,Occasional Buyers,2024-02-08
user_96,partner_7,subscription,67.47,2024-08-19 12:43:48.984462,Occasional Buyers,2024-08-19
user_106,partner_39,purchase,51.86,2024-11-29 12:43:48.984462,Occasional Buyers,2024-11-29
user_106,partner_39,purchase,51.86,2024-10-24 12:43:48.984462,Occasional Buyers,2024-10-24
user_106,partner_39,purchase,51.86,2024-11-06 12:43:48.984462,Occasional Buyers,2024-11-06
user_106,partner_39,purchase,51.86,2024-12-01 12:43:48.984462,Occasional Buyers,2024-12-01
user_106,partner_39,purchase,51.86,2024-09-15 12:43:48.984462,Occasional Buyers,2024-09-15
user_106,partner_39,purchase,51.86,2024-05-06 12:43:48.984462,Occasional Buyers,2024-05-06
user_185,partner_5,subscription,13.41,2024-05-11 12:43:48.984462,Budget-Conscious,2024-05-11
user_185,partner_5,subscription,13.41,2024-09-01 12:43:48.984462,Budget-Conscious,2024-09-01
user_185,partner_5,subscription,13.41,2024-05-01 12:43:48.984462,Budget-Conscious,2024-05-01
user_185,partner_5,subscription,13.41,2024-01-15 12:43:48.984462,Budget-Conscious,2024-01-15
user_185,partner_5,subscription,13.41,2024-09-09 12:43:48.984462,Budget-Conscious,2024-09-09
user_185,partner_5,subscription,13.41,2024-08-01 12:43:48.984462,Budget-Conscious,2024-08-01
user_185,partner_5,subscription,13.41,2025-01-02 12:43:48.984462,Budget-Conscious,2025-01-02
user_185,partner_5,subscription,13.41,2024-05-23 12:43:48.984462,Budget-Conscious,2024-05-23
user_185,partner_5,subscription,13.41,2024-01-13 12:43:48.984462,Budget-Conscious,2024-01-13
user_485,partner_46,subscription,555.9,2024-11-15 12:43:48.984462,High Spenders,2024-11-15
user_485,partner_46,subscription,555.9,2024-11-22 12:43:48.984462,High Spenders,2024-11-22
user_485,partner_46,subscription,555.9,2024-03-18 12:43:48.984462,High Spenders,2024-03-18
user_413,partner_32,refund,47.17,2024-05-20 12:43:48.984462,Budget-Conscious,2024-05-20
user_413,partner_32,refund,47.17,2024-05-09 12:43:48.984462,Budget-Conscious,2024-05-09
user_413,partner_32,refund,47.17,2024-12-07 12:43:48.984462,Budget-Conscious,2024-12-07
user_413,partner_32,refund,47.17,2024-04-05 12:43:48.984462,Budget-Conscious,2024-04-05
user_413,partner_32,refund,47.17,2024-06-29 12:43:48.984462,Budget-Conscious,2024-06-29
user_413,partner_32,refund,47.17,2024-02-02 12:43:48.984462,Budget-Conscious,2024-02-02
user_413,partner_32,refund,47.17,2024-09-06 12:43:48.984462,Budget-Conscious,2024-09-06
user_96,partner_22,refund,32.97,2024-10-03 12:43:48.984462,Budget-Conscious,2024-10-03
user_96,partner_22,refund,32.97,2024-11-03 12:43:48.984462,Budget-Conscious,2024-11-03
user_96,partner_22,refund,32.97,2024-12-14 12:43:48.984462,Budget-Conscious,2024-12-14
user_96,partner_22,refund,32.97,2024-09-24 12:43:48.984462,Budget-Conscious,2024-09-24
user_96,partner_22,refund,32.97,2024-11-14 12:43:48.984462,Budget-Conscious,2024-11-14
user_96,partner_22,refund,32.97,2024-05-21 12:43:48.984462,Budget-Conscious,2024-05-21
user_96,partner_22,refund,32.97,2024-08-19 12:43:48.984462,Budget-Conscious,2024-08-19
user_96,partner_22,refund,32.97,2024-01-14 12:43:48.984462,Budget-Conscious,2024-01-14
user_96,partner_22,refund,32.97,2024-04-12 12:43:48.984462,Budget-Conscious,2024-04-12
user_49,partner_25,subscription,78.29,2024-05-11 12:43:48.984462,Occasional Buyers,2024-05-11
user_49,partner_25,subscription,78.29,2024-10-02 12:43:48.984462,Occasional Buyers,2024-10-02
user_49,partner_25,subscription,78.29,2024-05-27 12:43:48.984462,Occasional Buyers,2024-05-27
user_49,partner_25,subscription,78.29,2024-10-07 12:43:48.984462,Occasional Buyers,2024-10-07
user_114,partner_1,subscription,894.94,2024-11-04 12:43:48.984462,High Spenders,2024-11-04
user_114,partner_1,subscription,894.94,2024-04-01 12:43:48.984462,High Spenders,2024-04-01
user_114,partner_1,subscription,894.94,2024-03-29 12:43:48.984462,High Spenders,2024-03-29
user_215,partner_2,subscription,139.69,2024-08-31 12:43:48.984462,Occasional Buyers,2024-08-31
user_215,partner_2,subscription,139.69,2024-11-28 12:43:48.984462,Occasional Buyers,2024-11-28
user_215,partner_2,subscription,139.69,2024-05-08 12:43:48.984462,Occasional Buyers,2024-05-08
user_215,partner_2,subscription,139.69,2024-11-25 12:43:48.984462,Occasional Buyers,2024-11-25
user_215,partner_2,subscription,139.69,2024-01-11 12:43:48.984462,Occasional Buyers,2024-01-11
user_215,partner_2,subscription,139.69,2025-01-04 12:43:48.984462,Occasional Buyers,2025-01-04
user_215,partner_2,subscription,139.69,2024-03-15 12:43:48.984462,Occasional Buyers,2024-03-15
user_304,partner_19,refund,26.03,2024-07-18 12:43:48.984462,Budget-Conscious,2024-07-18
user_304,partner_19,refund,26.03,2024-03-06 12:43:48.984462,Budget-Conscious,2024-03-06
user_304,partner_19,refund,26.03,2024-12-22 12:43:48.984462,Budget-Conscious,2024-12-22
user_304,partner_19,refund,26.03,2024-09-28 12:43:48.984462,Budget-Conscious,2024-09-28
user_304,partner_19,refund,26.03,2024-05-07 12:43:48.984462,Budget-Conscious,2024-05-07
user_197,partner_1,purchase,62.19,2024-08-18 12:43:48.984462,Occasional Buyers,2024-08-18
user_197,partner_1,purchase,62.19,2024-06-02 12:43:48.984462,Occasional Buyers,2024-06-02
user_197,partner_1,purchase,62.19,2024-01-12 12:43:48.984462,Occasional Buyers,2024-01-12
user_197,partner_1,purchase,62.19,2024-07-02 12:43:48.984462,Occasional Buyers,2024-07-02
user_197,partner_1,purchase,62.19,2024-06-07 12:43:48.984462,Occasional Buyers,2024-06-07
user_197,partner_1,purchase,62.19,2024-01-11 12:43:48.984462,Occasional Buyers,2024-01-11
user_388,partner_47,refund,127.16,2024-10-21 12:43:48.984462,Occasional Buyers,2024-10-21
user_388,partner_47,refund,127.16,2024-02-20 12:43:48.984462,Occasional Buyers,2024-02-20
user_388,partner_47,refund,127.16,2024-04-14 12:43:48.984462,Occasional Buyers,2024-04-14
user_242,partner_46,purchase,157.13,2024-11-06 12:43:48.984462,Occasional Buyers,2024-11-06
user_242,partner_46,purchase,157.13,2024-01-12 12:43:48.984462,Occasional Buyers,2024-01-12
user_242,partner_46,purchase,157.13,2024-02-10 12:43:48.984462,Occasional Buyers,2024-02-10
user_242,partner_46,purchase,157.13,2024-01-23 12:43:48.984462,Occasional Buyers,2024-01-23
user_242,partner_46,purchase,157.13,2024-12-30 12:43:48.984462,Occasional Buyers,2024-12-30
user_242,partner_46,purchase,157.13,2024-07-05 12:43:48.984462,Occasional Buyers,2024-07-05
user_326,partner_6,refund,41.7,2024-09-21 12:43:48.984462,Budget-Conscious,2024-09-21
user_326,partner_6,refund,41.7,2024-09-17 12:43:48.984462,Budget-Conscious,2024-09-17
user_326,partner_6,refund,41.7,2024-02-03 12:43:48.984462,Budget-Conscious,2024-02-03
user_326,partner_6,refund,41.7,2024-09-25 12:43:48.984462,Budget-Conscious,2024-09-25
user_326,partner_6,refund,41.7,2024-12-29 12:43:48.984462,Budget-Conscious,2024-12-29
user_326,partner_6,refund,41.7,2024-12-21 12:43:48.984462,Budget-Conscious,2024-12-21
user_326,partner_6,refund,41.7,2024-09-17 12:43:48.984462,Budget-Conscious,2024-09-17
user_326,partner_6,refund,41.7,2024-10-28 12:43:48.984462,Budget-Conscious,2024-10-28
user_326,partner_6,refund,41.7,2024-07-18 12:43:48.984462,Budget-Conscious,2024-07-18
user_380,partner_4,purchase,101.35,2024-04-22 12:43:48.984462,Occasional Buyers,2024-04-22
user_380,partner_4,purchase,101.35,2024-07-02 12:43:48.984462,Occasional Buyers,2024-07-02
user_380,partner_4,purchase,101.35,2024-08-02 12:43:48.984462,Occasional Buyers,2024-08-02
user_380,partner_4,purchase,101.35,2024-06-01 12:43:48.984462,Occasional Buyers,2024-06-01
user_380,partner_4,purchase,101.35,2024-05-01 12:43:48.984462,Occasional Buyers,2024-05-01
user_380,partner_4,purchase,101.35,2024-02-20 12:43:48.984462,Occasional Buyers,2024-02-20
user_380,partner_4,purchase,101.35,2024-09-12 12:43:48.984462,Occasional Buyers,2024-09-12
user_208,partner_15,subscription,736.56,2024-05-07 12:43:48.984462,High Spenders,2024-05-07
user_404,partner_23,purchase,44.84,2024-06-04 12:43:48.984462,Budget-Conscious,2024-06-04
user_404,partner_23,purchase,44.84,2024-04-29 12:43:48.984462,Budget-Conscious,2024-04-29
user_404,partner_23,purchase,44.84,2024-06-09 12:43:48.984462,Budget-Conscious,2024-06-09
user_404,partner_23,purchase,44.84,2024-02-19 12:43:48.984462,Budget-Conscious,2024-02-19
user_404,partner_23,purchase,44.84,2024-06-14 12:43:48.984462,Budget-Conscious,2024-06-14
user_404,partner_23,purchase,44.84,2024-08-16 12:43:48.984462,Budget-Conscious,2024-08-16
user_136,partner_21,purchase,134.15,2024-01-30 12:43:48.984462,Occasional Buyers,2024-01-30
user_136,partner_21,purchase,134.15,2024-03-25 12:43:48.984462,Occasional Buyers,2024-03-25
user_136,partner_21,purchase,134.15,2024-10-13 12:43:48.984462,Occasional Buyers,2024-10-13
user_136,partner_21,purchase,134.15,2024-01-14 12:43:48.984462,Occasional Buyers,2024-01-14
user_136,partner_21,purchase,134.15,2024-08-09 12:43:48.984462,Occasional Buyers,2024-08-09
user_136,partner_21,purchase,134.15,2024-12-16 12:43:48.984462,Occasional Buyers,2024-12-16
user_136,partner_21,purchase,134.15,2024-04-25 12:43:48.984462,Occasional Buyers,2024-04-25
user_70,partner_44,refund,156.98,2024-09-29 12:43:48.984462,Occasional Buyers,2024-09-29
user_70,partner_44,refund,156.98,2024-02-29 12:43:48.984462,Occasional Buyers,2024-02-29
user_70,partner_44,refund,156.98,2024-12-04 12:43:48.984462,Occasional Buyers,2024-12-04
user_70,partner_44,refund,156.98,2024-09-03 12:43:48.984462,Occasional Buyers,2024-09-03
user_408,partner_46,purchase,103.27,2024-11-04 12:43:48.984462,Occasional Buyers,2024-11-04
user_408,partner_46,purchase,103.27,2024-12-26 12:43:48.984462,Occasional Buyers,2024-12-26
user_408,partner_46,purchase,103.27,2024-03-17 12:43:48.984462,Occasional Buyers,2024-03-17
user_408,partner_46,purchase,103.27,2024-07-12 12:43:48.984462,Occasional Buyers,2024-07-12
user_408,partner_46,purchase,103.27,2024-04-09 12:43:48.984462,Occasional Buyers,2024-04-09
user_362,partner_15,subscription,804.1,2024-02-18 12:43:48.984462,High Spenders,2024-02-18
user_380,partner_11,purchase,182.01,2024-02-26 12:43:48.984462,Occasional Buyers,2024-02-26
user_380,partner_11,purchase,182.01,2024-09-02 12:43:48.984462,Occasional Buyers,2024-09-02
user_380,partner_11,purchase,182.01,2024-02-12 12:43:48.984462,Occasional Buyers,2024-02-12
user_380,partner_11,purchase,182.01,2024-01-13 12:43:48.984462,Occasional Buyers,2024-01-13
user_380,partner_11,purchase,182.01,2024-07-27 12:43:48.984462,Occasional Buyers,2024-07-27
user_380,partner_11,purchase,182.01,2024-06-29 12:43:48.984462,Occasional Buyers,2024-06-29
user_236,partner_34,refund,983.05,2024-09-27 12:43:48.984462,High Spenders,2024-09-27
user_236,partner_34,refund,983.05,2024-09-07 12:43:48.984462,High Spenders,2024-09-07
user_211,partner_11,refund,83.18,2024-07-14 12:43:48.984462,Occasional Buyers,2024-07-14
user_211,partner_11,refund,83.18,2024-05-19 12:43:48.984462,Occasional Buyers,2024-05-19
user_211,partner_11,refund,83.18,2024-08-23 12:43:48.984462,Occasional Buyers,2024-08-23
user_211,partner_11,refund,83.18,2024-08-03 12:43:48.984462,Occasional Buyers,2024-08-03
user_211,partner_11,refund,83.18,2024-01-12 12:43:48.984462,Occasional Buyers,2024-01-12
user_211,partner_11,refund,83.18,2024-04-25 12:43:48.984462,Occasional Buyers,2024-04-25
user_211,partner_11,refund,83.18,2024-08-23 12:43:48.984462,Occasional Buyers,2024-08-23
user_84,partner_34,subscription,62.7,2024-10-22 12:43:48.984462,Occasional Buyers,2024-10-22
user_84,partner_34,subscription,62.7,2024-02-27 12:43:48.984462,Occasional Buyers,2024-02-27
user_84,partner_34,subscription,62.7,2024-10-31 12:43:48.984462,Occasional Buyers,2024-10-31
user_84,partner_34,subscription,62.7,2024-08-29 12:43:48.984462,Occasional Buyers,2024-08-29
user_458,partner_9,refund,86.33,2024-03-03 12:43:48.984462,Occasional Buyers,2024-03-03
user_458,partner_9,refund,86.33,2024-07-20 12:43:48.984462,Occasional Buyers,2024-07-20
user_458,partner_9,refund,86.33,2024-12-19 12:43:48.984462,Occasional Buyers,2024-12-19
user_458,partner_9,refund,86.33,2024-01-23 12:43:48.984462,Occasional Buyers,2024-01-23
user_203,partner_35,purchase,51.85,2024-02-17 12:43:48.984462,Occasional Buyers,2024-02-17
user_203,partner_35,purchase,51.85,2024-01-24 12:43:48.984462,Occasional Buyers,2024-01-24
user_203,partner_35,purchase,51.85,2024-03-25 12:43:48.984462,Occasional Buyers,2024-03-25
user_203,partner_35,purchase,51.85,2024-08-15 12:43:48.984462,Occasional Buyers,2024-08-15
user_203,partner_35,purchase,51.85,2024-09-12 12:43:48.984462,Occasional Buyers,2024-09-12
user_203,partner_35,purchase,51.85,2024-04-11 12:43:48.984462,Occasional Buyers,2024-04-11
user_203,partner_35,purchase,51.85,2024-08-02 12:43:48.984462,Occasional Buyers,2024-08-02
user_341,partner_19,subscription,17.25,2024-08-09 12:43:48.984462,Budget-Conscious,2024-08-09
user_341,partner_19,subscription,17.25,2024-06-07 12:43:48.984462,Budget-Conscious,2024-06-07
user_341,partner_19,subscription,17.25,2024-03-20 12:43:48.984462,Budget-Conscious,2024-03-20
user_341,partner_19,subscription,17.25,2024-04-30 12:43:48.984462,Budget-Conscious,2024-04-30
user_341,partner_19,subscription,17.25,2024-08-16 12:43:48.984462,Budget-Conscious,2024-08-16
user_70,partner_4,purchase,690.16,2024-05-14 12:43:48.984462,High Spenders,2024-05-14
user_409,partner_49,purchase,935.11,2024-08-25 12:43:48.984462,High Spenders,2024-08-25
user_409,partner_49,purchase,935.11,2024-07-20 12:43:48.985462,High Spenders,2024-07-20
user_409,partner_49,purchase,935.11,2024-01-26 12:43:48.985462,High Spenders,2024-01-26
user_29,partner_49,subscription,141.97,2025-01-04 12:43:48.985462,Occasional Buyers,2025-01-04
user_29,partner_49,subscription,141.97,2024-04-01 12:43:48.985462,Occasional Buyers,2024-04-01
user_29,partner_49,subscription,141.97,2024-05-22 12:43:48.985462,Occasional Buyers,2024-05-22
user_273,partner_37,refund,47.21,2024-04-24 12:43:48.985462,Budget-Conscious,2024-04-24
user_273,partner_37,refund,47.21,2024-12-09 12:43:48.985462,Budget-Conscious,2024-12-09
user_273,partner_37,refund,47.21,2024-10-05 12:43:48.985462,Budget-Conscious,2024-10-05
user_273,partner_37,refund,47.21,2024-07-22 12:43:48.985462,Budget-Conscious,2024-07-22
user_273,partner_37,refund,47.21,2024-01-14 12:43:48.985462,Budget-Conscious,2024-01-14
user_273,partner_37,refund,47.21,2024-05-04 12:43:48.985462,Budget-Conscious,2024-05-04
user_273,partner_37,refund,47.21,2025-01-02 12:43:48.985462,Budget-Conscious,2025-01-02
user_273,partner_37,refund,47.21,2024-03-15 12:43:48.985462,Budget-Conscious,2024-03-15
user_273,partner_37,refund,47.21,2024-06-26 12:43:48.985462,Budget-Conscious,2024-06-26
user_273,partner_37,refund,47.21,2024-07-18 12:43:48.985462,Budget-Conscious,2024-07-18
user_247,partner_6,purchase,53.1,2024-09-22 12:43:48.985462,Occasional Buyers,2024-09-22
user_247,partner_6,purchase,53.1,2024-09-01 12:43:48.985462,Occasional Buyers,2024-09-01
user_247,partner_6,purchase,53.1,2024-06-19 12:43:48.985462,Occasional Buyers,2024-06-19
user_442,partner_19,refund,42.99,2024-07-01 12:43:48.985462,Budget-Conscious,2024-07-01
user_442,partner_19,refund,42.99,2024-11-02 12:43:48.985462,Budget-Conscious,2024-11-02
user_442,partner_19,refund,42.99,2024-06-23 12:43:48.985462,Budget-Conscious,2024-06-23
user_442,partner_19,refund,42.99,2024-02-16 12:43:48.985462,Budget-Conscious,2024-02-16
user_442,partner_19,refund,42.99,2024-08-03 12:43:48.985462,Budget-Conscious,2024-08-03
user_442,partner_19,refund,42.99,2024-10-15 12:43:48.985462,Budget-Conscious,2024-10-15
user_442,partner_19,refund,42.99,2024-10-02 12:43:48.985462,Budget-Conscious,2024-10-02
user_352,partner_40,subscription,148.75,2024-12-09 12:43:48.985462,Occasional Buyers,2024-12-09
user_352,partner_40,subscription,148.75,2024-09-16 12:43:48.985462,Occasional Buyers,2024-09-16
user_352,partner_40,subscription,148.75,2024-07-29 12:43:48.985462,Occasional Buyers,2024-07-29
user_352,partner_40,subscription,148.75,2024-08-20 12:43:48.985462,Occasional Buyers,2024-08-20
user_352,partner_40,subscription,148.75,2024-03-08 12:43:48.985462,Occasional Buyers,2024-03-08
user_352,partner_40,subscription,148.75,2024-08-31 12:43:48.985462,Occasional Buyers,2024-08-31
user_367,partner_3,subscription,116.89,2024-10-11 12:43:48.985462,Occasional Buyers,2024-10-11
user_367,partner_3,subscription,116.89,2024-08-29 12:43:48.985462,Occasional Buyers,2024-08-29
user_367,partner_3,subscription,116.89,2024-11-05 12:43:48.985462,Occasional Buyers,2024-11-05
user_367,partner_3,subscription,116.89,2024-11-02 12:43:48.985462,Occasional Buyers,2024-11-02
user_367,partner_3,subscription,116.89,2024-10-04 12:43:48.985462,Occasional Buyers,2024-10-04
user_367,partner_3,subscription,116.89,2024-02-09 12:43:48.985462,Occasional Buyers,2024-02-09
user_240,partner_50,purchase,13.83,2024-05-17 12:43:48.985462,Budget-Conscious,2024-05-17
user_240,partner_50,purchase,13.83,2024-02-13 12:43:48.985462,Budget-Conscious,2024-02-13
user_240,partner_50,purchase,13.83,2024-04-27 12:43:48.985462,Budget-Conscious,2024-04-27
user_240,partner_50,purchase,13.83,2024-10-18 12:43:48.985462,Budget-Conscious,2024-10-18
user_240,partner_50,purchase,13.83,2024-05-03 12:43:48.985462,Budget-Conscious,2024-05-03
user_240,partner_50,purchase,13.83,2024-03-10 12:43:48.985462,Budget-Conscious,2024-03-10
user_240,partner_50,purchase,13.83,2024-02-13 12:43:48.985462,Budget-Conscious,2024-02-13
user_461,partner_37,refund,926.09,2024-12-12 12:43:48.985462,High Spenders,2024-12-12
user_461,partner_37,refund,926.09,2024-04-05 12:43:48.985462,High Spenders,2024-04-05
user_75,partner_19,subscription,14.37,2024-07-28 12:43:48.985462,Budget-Conscious,2024-07-28
